title,tanggal,waktu,content
"8 Fakta Perjalanan Hidup Ifan Seventeen, Terjun ke Politik hingga Jadi Dirut PFN",13 Maret 2025,15:36 WIB,"Perjalanan hidupIfan Seventeenmenarik untuk diulas. Pasalnya, pemilik nama lengkap Riefian Fajarsyah ini baru saja ditunjuk dan dilantik sebagai Direktur Utama PT Produksi Film Negara (PFN). Kabar pengangkatan Ifan beredar dengan munculnya keterangan bunga ucapan selamat di depan kantor PFN kawasan Jatinegara, Jakarta Timur. Berikut perjalanan hidup dari sosok Ifan Seventeen, dirangkum Okezone dari berbagai sumber, Kamis (13/3/2025). Ifan Seventeen lahir di Yogyakarta pada 16 Maret 1983. Meskipun lahir di Yogyakarta, ia dibesarkan di Jakarta dan pindah ke Pontianak saat memasuki jenjang pendidikan menengah. Di Pontianak, ia bersekolah di SMA Negeri 3 Pontianak dan membentuk grup musik bersama teman-temannya. Bakat musiknya mulai menonjol ketika ia menjuarai festival vokal terbaik antar pelajar pada tahun 2001. Ifan pernah menempuh pendidikan di Fakultas Ekonomi dan Bisnis Universitas Gadjah Mada pada 2001 hingga 2005. Pada tahun 2006, Ifan bergabung dengan grup musik Seventeen setelah terpilih melalui audisi untuk menggantikan vokalis sebelumnya. Bersama Seventeen, ia merilis beberapa album yang sukses di pasaran, termasuk ""Lelaki Hebat"" (2008), ""Dunia Yang Indah"" (2011), ""Sang Juara"" (2013), dan ""Pantang Mundur"" (2016). Lagu-lagu seperti ""Selalu Mengalah"", ""Kemarin"", ""Menemukanmu"", dan ""Jaga Selalu Hatimu"" menjadi hits pada masanya. Ifan Seventeenpernah menikah dengan seorang dokter bernama Ghea Astrid Gayatri pada 6 Februari 2006 dan dikaruniai satu anak bernama Rania Dzaqira. Rumah tangganya berujung dengan perceraian, dengan memperkarakan Ifan kepada Pengadilan Agama Karanganyar pada 26 September 2011. Ifan Seventeen kemudian menikah lagi pada 2 November 2016 dengan wanita bernama Dylan Sahara. Namun sang istri dinyatakan menghilang selama dua hari akibat terjangan gelombang Tsunami Selat Sunda 2018 bersama manager dan seluruh personel Seventeen lainnya, hingga jenazahnya ditemukan. Pada 29 Mei 2021, Ifan resmi menikah dengan Citra Monica dan menggelar resepsi pada hari yang sama."
"UU Parpol Digugat Persoalkan Masa Jabatan Ketum, Tak Ada Batasan Ciptakan Dinasti Politik",10 Maret 2025,14:21 WIB,"JAKARTA- Dosen Hukum Tata Negara, Edward Thomas lamury Hadjon mengajukan gugatan terkait UUPartai Politikdan UU MPR, DPR, DPD dan DPRD (MD3) ke Mahkamah Konstitusi (MK). Permohonan itu teregister dengan nomor 22/PUU-XXIII/2025, pada Senin (10/3/2025). Adapun, UU politik yang diujikan yakni Pasal 23 ayat (1), yang mana memuat pergantian kepengurusan partai politik termasuk Ketua Umum (Ketum) di setiap tingkatan dilakukan sesuai AD dan ART. Pada aturan itu, pemohon meminta adanya pengubah soal masa jabatan ketum parpol. ""Pergantian Kepengurusan Partai Politik di setiap tingkatan dilakukan sesuai dengan AD dan ART dengan syarat untuk pimpinan partai Politik memegang jabatan selama 5 (lima) tahun dan hanya dapat dipilih kembali 1 (satu) kali dalam masa jabatan yang sama, baik secara berturut-turut atau tidak berturut-turut,"" bunyi petitum pemohon. Pemohon beralasan, ketiadaan batasan masa jabatan pimpinan partai politik menyebabkan kekuasaan yang terpusat pada orang atau figur tertentu dan terciptanya otoritarianisme dan dinasti dalam tubuh partai politik. Sementara UU MD3, yang diuji pemohon spesifik terhadap Pasal 239 ayat (2) huruf d, soal diberhentikan anggota DPR antar waktu, dan diusulkan oleh partai politiknya sesuai ketentuan peraturan perundangan-undangan. Pemohon menilai aturan itu bertentangan dengan UU dan tidak memiliki kekuatan hukum mengikat sepanjang tidak dimaknai. Pemohon meminta agar pasal di atas diubah, anggota DPR yang diganti tetap harus melalui proses pemilu. "
"Sarapan Gratis Kandas, Pramono Umbar Janji Politik Lainnya Segera Dipenuhi",08 Maret 2025,22:35 WIB,"JAKARTA- Gubernur Jakarta,Pramono Anungmenyebutkan dirinya bersama Wakil Gubernur Rano Karno akan segera menyelesaikan apa yang mereka janjikan saat kampanye di Pilgub 2024 lalu. Meski, sarapan gratis yang sempat digemborkan saat kampanye kandas diganti dengan renovasi kantin sekolah. Mulanya, Pramono membeberkan sejumlah janjinya yang sudah dilakukan sejak dilantik pada 20 Februari lalu. “Alhamdulillah sekarang ini apa yang menjadi janji-janji politik akan segera kita penuhi. Pemutihan ijazah sudah, tinggal nanti seremoninya lah tapi udah selesai. Jadi semua ijazah yang tertahan di Jakarta kita akan putihkan semua,” kata Pramono di acara bukber dan bubaran Timsesnya, di Menteng, Jakarta Pusat Sabtu (8/3/2025). “Termasuk yang sudah 10 tahun, 15 tahun, pokoknya semuanya kita putihkan. Pemerintah yang akan mengambil alih tanggung jawabnya. Yang kedua, Kampung Bayam kemarin sudah,” sambung dia. Pramono menuturkan, untuk program Kartu Jakarta Pintar (KJP) akan segera terealisasikan. “KJP satu kali putaran rapat di Pemda Jakarta Insyallah akan segera selesai. Jadi Jakarta akan kembali menerima kurang lebih sama di gubernur definitif yang terakhir. Jadi, di atas 720 ribu, kemarin ternyata yang dibagi itu 400 ribu. Dan memang kalau tidak dengan keras untuk dilakukan itu ya nggak akan bisa,” ujar dia. Sementara itu, ia juga akan menyelesaikan janjinya terkait taman yang beroperasi 24 jam. “Kemudian, taman-taman yang saya janjikan untuk dibuka dan Bang Dul janjikan untuk dibuka 24 jam, segera juga kita akan lakukan dan lain-lain dan lain-lain. Karena saya sudah membaca kembali, saya melihat kembali perjalanan ini kayaknya tidak ada janji yang berlebihan,” pungkasnya. (Arief Setyadi )"
"Pilkada Serang, Pengamat: Andika Tumbang Wujud Penolakan Dinasti Politik",08 Maret 2025,16:16 WIB,"SERANG– Pasangan Andika Hazrumy dan Nanang Supriatna tumbang dalamPilkadaKabupaten Serang pada 27 November 2024. Kekalahan pasangan tersebut merupakan bentuk penolakan masyarakat terhadap politik dinasti yang mengakar di Banten. ""Kalahnya Andika Hazrumy dan Nanang Supriatna sebagai pasangan calon kepala daerah di Kabupaten Serang bentuk penolakan masyarakat terhadap dinasti politik,"" ujar Direktur Rumah Politik Indonesia, Fernando Emas, dalam keterangan persnya, Sabtu (8/3/2025). Kendati Mahkamah Konstitusi (MK) memutuskan memenangkan gugatan Andika-Nanang, namun keputusan tersebut menimbulkan berbagai pertanyaan dari publik. Ia pun mengingat kontroversi yang pernah terjadi pada mantan Ketua MK, Akil Mochtar, yang tersangkut kasus suap dalam sengketa Pilkada. ""Jangan-jangan diterimanya gugatan Andika-Nanang terkait dengan Pilkada Kabupaten Serang karena ada ""main mata"" antara penggugat dengan hakim MK?"" imbuhnya. Kinerja Andika selama menjabat sebagai Wakil Gubernur Banten pada periode 2017-2022, menurut Fernando, tidak memiliki prestasti yang signifikan. Hal tersebut tentunya mempengaruhi tingkat keterpilihannya di masyarakat pada Pilkada Serang. ""Selain itu, Andika yang pernah menjadi Wakil Gubernur Banten periode 2017-2022 juga tidak memiliki prestasi sehingga masyarakat Serang tidak memilihnya,"" ujarnya. "
"Didakwa Rugikan Negara Rp578 M, Kubu Tom Lembong: Rekayasa Hukum karena Beda Haluan Politik",06 Maret 2025,21:37 WIB,"JAKARTA- Mantan Menteri Perdagangan, Thomas Trikasih Lembong atauTom Lembongdidakwa merugikan negara sebesar Rp578 miliar di kasus dugaan korupsi impor gula. Dakwaan tersebut bentuk kriminalisasi hukum, terutama dengan kebijakan Menteri Perdagangan yang diketahui beda haluan politik. “Apa yang menjadi dakwaan jaksa hari ini bisa disebut sebagai kriminalisasi hukum, terutama terkait dengan kebijakan Menteri Perdagangan,” kata Kuasa hukum Tom Lembong, Ari Yusuf Amir, Kamis (6/3/2025). Ia menuturkan, jika kriminalisasi hukum seperti itu terus dilakukan, tidak heran jika akan muncul ketidakpastian hukum. Menurutnya, kriminalisasi hukum tersebut menghabisi lawan politiknya. “Jika kriminalisasi seperti ini terus berlanjut, maka jangan heran jika akan muncul ketidakpastian hukum, baik yang terjadi saat ini, maupun di hari yang akan datang. Bahkan, kriminalisasi hukum ini kelak akan dijadikan alat untuk menghabisi lawan politik,” ujar dia. Ari Yusuf menerangkan, dalam dakwaan yang disampaikan hanya menguraikan peristiwa dugaan tindak pidana a quo yang terjadi pada 2015 sampai 2016 sehingga surat dakwaan harus batal demi hukum. “Objek perkara dalam dakwaan Jaksa merupakan kebijakan menteri yang dilindungi oleh UU No 30 Tahun 2014 tentang administrasi negara. Aturan ini memberikan kewenangan kepada pejabat negara dalam hal ini menteri perdagangan,” ungkapnya. "
Bawaslu Minta KPU Percepat Tahapan PSU: Ini Bulan Ramadhan Rawan Politik Uang,03 Maret 2025,22:39 WIB,"JAKARTA- Badan Pengawas Pemilu (Bawaslu) meminta Komisi Pemilihan Umum (KPU) untuk segera merampungkan proses tahapan Pemungutan Suara Ulang (PSU). Sebab sebagai lembaga pengawasan, Bawaslu Butuh persiapan sebelum gelaran PSU. ""Tahapannya dimulai kapan dan bagaimana? Proses-proses yang dilakukan oleh teman-teman KPU sampai sejauh mana? Karena kita, kami Bawaslu akan mengikuti pola tahapan yang digariskan oleh teman-teman KPU. Kami tidak bisa membuat tahapan,"" kata ketua Bawaslu RI Rahmat Bagja, Senin (3/3/2025). Apalagi kata Bagja, saat ini telah memasuki bulan Ramadhan yang mana sangat rawan akan politik uang. ""Kemudian kami menyampaikan juga kepada KPU harus dipercepat, untuk apa? Pertama adalah ini bulan Ramadan, tentu hal-hal yang berkaitan dengan politik uang dan kawan-kawan, kemungkinan itu ada berpotensi dilakukan, yang kami harap itu tidak terjadi,"" ujarnya. Di sisi lain, Bagja juga menyampaikan terkait anggaran pelaksanaan PSU ini. Dia menyebut jika anggaran sudah jelas, untuk memitigasi pelanggaran politik uang saat pencalonan pihaknya akan mengaktifkan petugas pengawasan badan ad-hoc. ""Jadi, kami berharap proses tahapannya jelas dan cepat dan juga anggaran ad-hoc ada sehingga kemudian Panwas adhoc bisa bergerak lagi,"" tuturnya. "
Anies Bilang Kejauhan Ormas Gerakan Rakyat Disebut Kendaraan Politik Pilpres 2029,27 Februari 2025,19:06 WIB,"JAKARTA- Mantan Calon Presiden (Capres) pada Pilpres 2024,Anies Baswedanbuka suara soal langkah organisasi masyarakat (Ormas) Gerakan Rakyat digadang-gadang menjadi partai politik sekaligus kendaraan menujuPilpres 2029. Menurutnya, itu terlalu jauh untuk dibahas, namun dirinya menyambut baik deklarasi tersebut. ""Kejauhan (Ormas Gerakan Rakyat jadi kendaraan politik Pilpres 2029),"" ucap Anies usai deklarasi Ormas Gerakan Rakyat di Cilandak, Jakarta Selatan, Kamis (27/2/2025). Anies menyebut akan terus melakukan kegiatan sosial dan pendidikan pasca gagal di Pilpres 2024. ""Saya sendiri terus akan melakukan kegiatan sosial, kegiatan pendidikan,"" ujarnya. Sementara itu, Ketua Umum Ormas Gerakan Rakyat, Sahrin Hamid menekankan saat ini masih fokus konsolidasi menjadi organisasi kemasyarakatan sehingga belum terpikirkan untuk menjadi partai politik (Parpol) dalam waktu dekat. ""Belum (kepikiran jadi Partai Politik), kita baru menjadi organisasi kemasyarakatan, kita fokus membangun organisasi masyarakat ini,"" ujar Sahrin. ""Kita masih fokus perkumpulan berbadan hukum. (Arah menjadi Parpol) Kita masih konsolidasi Gerakan Rakyat sebagai organisasi kemasyarakatan,"" tambahnya. "
"Instruksikan Kadernya Tak Ikut Retreat Kepala Daerah, Pengamat Politik UB : PDIP Ingin Tunjukkan Punya Kendali",22 Februari 2025,16:41 WIB,"MALANG- Pengamat politik Universitas Brawijaya (UB) menilai kebijakan PDI Perjuangan untuk meminta kepala daerah yang diusungnya menunda ikutretreat, jadi pesan kepada pemerintahan Prabowo Subianto. Apalagi, selama ini PDI Perjuangan merupakan partai dengan ideologi kuat dan mengedepankan kepentingan negara, hal ini tentu menjadi tantangan tersendiri. ""Inichallengebuat PDIP, karena dia yang selama ini apa selalu punya ideologi mengedepankan kepentingan negara,"" kata Wawan Sobari, Dosen Program Studi (Prodi) Ilmu Politik Fakultas Ilmu Sosial dan Ilmu Politik (FISIP) UB, Jumat malam (21/2/2025) ditemui saat berbincang di Kota Malang. Instruksi dari Ketua Umum (Ketum) PDI Perjuangan Megawati Soekarnoputri juga mengingatkan, pemerintahan Presiden Prabowo Subianto bahwa ada kepala - kepala daerah yang loyal diusung oleh partai berlambang banteng ini. Ini sekaligus menjadi pesan politik ke Prabowo Subianto dan Koalisi Indonesia Maju (KIM) plus. ""Ingin menunjukkan ke pemerintah, terutama bahwa dia juga tetap punya kendali terhadap kepala - kepala daerah yang dicalonkan oleh mereka,"" kata dia kembali. Soal alasan bahwa keputusan penundaan kepala daerah ikut retreat karena alasan penahanan Hasto Kristiyanto, selaku Sekretaris Jenderal (Sekjen) PDIP oleh Komisi Pemberantasan Korupsi (KPK) baginya adalah sebuah manuver politik, yang memang gayanya Megawati Soekarnoputri dalam mengambil keputusan berani. ""(Alasan penahanan Hasto Kristiyanto) Itu politik negosiasi yang sedang dilakukan PDIP, meskipun tidak punya kekuatan di pemerintahan. PDIP ingin menunjukkan mereka masih punya kendali, dan pengaruh bagi kepala daerah yang diusung PDIP. Ini memang gayanya Bu Mega seperti itu,"" jelasnya. "
Ketua MPR Sebut Prabowo Ingin Alumni PMII Tak Hanya Fokus di Politik,21 Februari 2025,20:44 WIB,"JAKARTA- Ketua Majelis Permusyawaratan Rakyat (MPR), Ahmad Muzani memuji sumber daya manusia Ikatan Keluarga Alumni Pergerakan Mahasiswa Islam Indonesia (IKA PMII). Menurut Muzani, banyak alumni PMII yang menduduki jabatan politik dan jabatan publik di Pemerintahan. ""Alumni PMII ada di mana-mana. Di Kabinet ada tujuh alumni PMII. Tentu saja kepala kelasnya Menteri Pemberdayaan Masyarakat (Muhaimin Iskandar). Tapi, jangan hanya ke PKB, disini juga hadir Ketua Umum Hanura, Pak OSO,"" kata Muzani saat membuka Musyarawah Nasional (Munas) VIII IKA PMII di Hotel Sahid, Jumat (21/2/2025). Hadir dalam acara ini, Wakil Ketua DPR Cucun Sjamjurizal, Menko Pemberdayaan Masyarakat Muhaimin Iskandar, Ketum Hanura Oesman Sapta Odang (OSO), Menteri Agama Prof. Nasaruddin Umar, Menteri PPA Arifatul Choiri Fauzi, Kepala BP Haji Irfan Yusuf Hasyim, Wakil Menteri Transmigrasi Viva Yoga Mauladi, Ketua Umum IKA PMII Ahmad Muqowan dan senior-senior PMII. Muzani melanjutkan, dalam setiap pemilihan kepala badan dan lembaga, alumni PMII selalu menjadi calon. Prestasi alumninya juga membanggakan dan bermanfaat bagi umat. ""KPU, Bawaslu, lembaga lainnya. Sumber daya manusia PMII luar biasa. Di bawah alumni PMII, Menag Prof. Nasaruddin, ongkos haji turun. Ini yang menyebabkan organisasi terus eksis,"" pujinya. Lebih lanjut, Sekretaris Jenderal (Sekjen) DPP Partai Gerindra ini menyampaikan, Presiden Prabowo Subianto ingin, alumni PMII tak hanya fokus di bidang politik. Menurutnya, Prabowo ingin alumni PMII berkiprah di dunia usaha, khususnya menduduki kursi direktur-direktur BUMN. Dengan jabatan strategis di bidang ekonomi, lanjut dia, alumni PMII pasti memberdayakan umat. ""Pak Prabowo berharap alumni PMII bisa mengisi kursi direktur BUMN. Kalau yang isi PMII, pasti jatuhnya ke umat. Kalau alumni sejahtera, yang dipikirin Ponpes dan rumah tahfiz. Karena alumni PMII diajarkan oleh kiainya untuk mencintai masyarakat,"" paparnya. Sementara itu, Ketum Partai Hanura Oesman Sapta Odang (OSO) mengomentari orasi Muzani. OSO berharap, alumni PMII yang berkualitas menyebar ke seluruh partai. ""Pidato ketua MPR bagus sekali, jangan ke PKB saja. Ke partai lain juga. Mudah-mudahan alumni PMII bisa berkiprah di berbagai bidang dan bermanfaat bagi bangsa,"" tuturnya. "
"KPK Tahan Hasto, PDIP: Ini Penahanan Politik dan Babak Baru Serangan Partai Kami",20 Februari 2025,21:31 WIB," JAKARTA- Ketua DPP PDI Perjuangan Ronny Talapessy menganggap, langkah Komisi Pemberantasan Korupsi (KPK) yang menahan Hasto Kristoyanto berbau politis. Ia menganggap penahanan terhadap Sekjen PDIP itu merupakan babak baru serangan terhadap partai. ""Ini adalah penahanan politik. Dan ini adalah babak baru yang kami anggap menjadi serangan terhadap partai kami,"" ujar Ronny saat jumpa pers di Kantor DPP PDIP, Jakarta Pusat, Kamis (20/2/2025). Ia juga menilai, penahanan itu membuktikan informasi bahwa Hasto telah ditargetkan untuk ditahan sebelum Kongres partai. Hal itu dilandasi labtaran Hasto punya peran penting dalam partai. ""Mengapa ditargetkan, karena peran seorang Sekjen sangat penting dalam sebuah organisasi partai politik. Penahanan ini adalah salah satu bagian dari operasi politik mengawut-awut partai,"" ucap Ronny. Sekedar informasi, KPK telah resmi menahan Sekretaris Jenderal PDIP, Hasto Kristiyanto usai menjalani pemeriksaan sebagai tersangka kasus dugaan suap pergantian antar waktu (PAW) anggota DPR RI, Kamis (20/2/2025). Pantauan di lokasi, Hasto nampak selesai menjalani pemeriksaan pada pukul 18.09 WIB. Hal itu berdasarkan Hasto turun dari lantai dua Gedung Merah Putih KPK yang mana terdapat ruang pemeriksaan. Setelah itu, Hasto kemudian digiring ke ruang konferensi pers guna pengumuman secara resmi penahanan. "
"Digarap KPK, Hasto: Banyak Agenda Politik di Kasus Saya!",20 Februari 2025,12:38 WIB,"JAKARTA -Sekjen PDIP,Hasto Kristiyantomemenuhi panggilan Komisi Pemberantasan Korupsi (KPK). Setibanya di lokasi, Hasto menyatakan kehadirannya adalah sebagai sikap kooperatif meski ia menilai banyak agenda politik yang membelakangi kasusnya. ""Inilah sikap kooperatif yang kami tunjukkan sebagai warga negara Indonesia yang sah, yang menjunjung tinggi hukum dan datang meskipun sejak awal kami memahami bahwa begitu banyak agenda politik terkait kasus saya,"" kata Hasto di Gedung Merah Putih KPK, Kamis (20/2/2025). Dia menjelaskan, hal tersebut berdasarkan adanya intimidasi terhadap salah satu saksi dalam perkaranya, Agustiani Tio Fridelina. Bahkan, Tio yang sedang mengidap kanker dilarang berobat ke luar negeri. ""Saudari Tio pun tidak bisa berobat ke luar negeri karena cancer yang dideritanya hanya karena tidak mau menyebut nama saya,"" ujarnya. Dalam sidang praperadilan dirinya,Hastomengklaim bukti yang dihadirkan KPK didapat dari cara yang tidak sah. "
"KPK ke Sekjen PDIP Hasto: Penetapan Tersangka Berdasarkan Fakta Hukum, Bukan Kepentingan Politik!",19 Februari 2025,11:30 WIB,"JAKARTA- Wakil Ketua KPK Johanis Tanak menolak keras klaim dari Sekretaris Jenderal (Sekjen) PDIP, Hasto Kristiyanto tentang adanya politisasi dalam penetapan sebagai tersangka. Menurutnya, lembaga antirasuah dipastikan telah bekerja sesuai aturan yang berlaku. ""Aparat penegak hukum (APH) yang menangani perkara tindak pidana korupsi dilakukan berdasarkan pada aturan hukum dan fakta hukum,"" kata Tanak dikutip, Rabu (19/2/2025). Tanak menjelaskan, fakta hukum tersebut ditemukan melalui prosedur yang sah. ""Diungkap oleh APH berdasarkan bukti elektronik, keterangan saksi, keterangan ahli, keterangan terdakwa dan bukti lain yang diperoleh oleh APH,"" ujarnya. Oleh karena itu, Tanak menegaskan, KPK tak memliki motif kepentingan politik ataupun melakukan kriminalisasi terhadap Hasto. Penetapan tersangka tersebut berdasarkan dengan adanya alat bukti dan fakta hukum yang kuat. ""Jadi bukan berdasarkan adanya kepentingan politik atau kriminalisasi,"" sambungnya. "
"Ungkap Alasan Munculnya Wacana Koalisi Permanen, Gerindra: Agar Ada Kepastian Politik",18 Februari 2025,21:38 WIB,"JAKARTA- Sekretaris Jenderal Partai Gerindra Ahmad Muzani menyampaikan bahwa wacana koalisi permanen merupakan gagasan untuk menciptakan kepastian politik kelanjutan pembangunan pemerintah pada pemerintahan yang akan datang. ""Gagasan itu dilontarkan juga oleh Presiden Prabowo ketika bersilaturahmi dengan Koalisi Indonesia Maju di padepokan Garuda Yaksa sebagai sebuah gagasan, maksudnya adalah agar ada kepastian politik dan kontinuitas pembangunan dalam pemerintah melaksanakan kebijakan-kebijakan itu,"" kata Muzani di Kompleks Parlemen, Senayan, Jakarta, Selasa (18/2/2025). ""Karena itu, Presiden melontarkan ini tentu saja lontaran ini ditawarkan kepada koalisi termasuk kepada para ketua umum,"" ujarnya melanjutkan. Menurutnya, wacana koalisi permanen tidak hanya diusulkan pada era Presiden Prabowo. Muzani melihat, gagasan ini biasa ada di setiap pemerintahan. ""Gagasan itu bukan hanya gagasan sekarang, tapi dalam setiap kali masa kepresidenan wacana dan pemikiran itu mengemuka karena dirasakan perlu ada sebuah kerja sama politik yang lebih mantap, yang lebih berjangka panjang,"" pungkasnya. (Puteranegara Batubara)"
"Pidato Politik di HUT Gerindra, Prabowo ke Dasco : Ini Profesor Beneran",15 Februari 2025,11:48 WIB,"JAKARTA- Presiden RI Prabowo Subianto menyebut bahwa Wakil Ketua DPR sekaligus Ketua Harian DPP Partai Gerindra Sufmi Dasco Ahmad sebagai seorang profesor. Hal tersebut disampaikan Prabowo dalam pidatonya pada Puncak Perayaan HUT ke-17 Partai Gerindra di SICC, Bogor, Sabtu (15/2/2025). Awalnya Prabowo menyapa Wakil Presiden Gibran Rakabuming Raka dan Presiden RI ke-7 Joko Widodo (Jokowi) yang hadir pada acara tersebut. ""Yang saya hormati wakil presiden Republik Indonesia saudara Gibran rakabuming Raka yang saya hormati dan saya muliakan Presiden ke-7 Republik Indonesia Bapak Joko Widodo,"" kata Prabowo. ""Wakil presiden ke-6 Republik Indonesia bapak Try Sutrisno, Wakil Presiden ke-10 dan ke-12 Republik Indonesia bapak haji Muhammad Jusuf Kalla,"" sambungnya. "
Prabowo : Tidak Ada Lawan Politik yang Ada Kawan Seperjuangan,15 Februari 2025,11:39 WIB,"JAKARTA- Presiden RI Prabowo Subianto menyebut bahwa demokrasi yang dijalankan di Indonesia harus memiliki ciri khas sendiri. Menurutnya, pendapat tersebut akan berbeda dengan para profesor-profesor. Hal tersebut disampaikan Prabowo dalam pidatonya pada acara puncak perayaan hari ulang tahun (HUT) ke-17 Gerindra di Sentul International Convention Center (SICC) Bogor, Jawa Barat, Sabtu (15/2/2025). ""Saya berpendapat bahwa demokrasi kita harus demokrasi yang khas Indonesia. Mungkin ada profesor-profesor yang akan mencemoohkan saya bagi mereka-mereka itu semua yang diajarkan dari luar itu benar adanya saya katakan belum tentu yang cocok untuk mereka belum tentu cocok untuk kita,"" kata Prabowo. Prabowo menyebut bahwa demokrasi harus saling bermusuhan, padahal menurutnya demokrasi tidak harus saling bermusuhan antar-lawan politik. ""Ada negara yang menganggap demokrasi itu kita harus bermusuhan. Demokrasi kita tidak boleh kita bermusuhan dengan lawan-lawan politik kita,"" kata Prabowo. "
Gaya Politik Dasco Dinilai sebagai Pemadam di Tengah Krisis,12 Februari 2025,21:06 WIB," JAKARTA- Sepak terjang politik Wakil Ketua DPR RI, Sufmi Dasco Ahmad dinilai sebagai pemadam di tengah krisis sejumlah isu-isu terhangat, seperti kasus pagar laut, dan kelangkaan gas elpiji 3 Kg. Ahli komunikasi krisis dari Universitas Pancasila, Sudarto menilai, banyak peristiwa krisis politik yang terjadi di tanah air belakangan ini, dan peran Ketua Harian DPP Partai Gerindra itu sangat berperan sebagai pemadam krisis. Sebagai contoh, misalnya saat rakyat memprotes secara massif rencana perubahan RUU Pilkada pada bulan Agustus 2024, Dasco tampil di pihak rakyat dengan membatalkan pengesahan RUU tersebut oleh DPR sehingga krisis padam. ""Kemudian dalam kasus Pagar Laut, dimana terjadi krisis konflik kepentingan nelayan dan rakyat secara luas dengan kekuatan oligarki, Dasco dengan tegas menyatakan Pagar Laut harus dicabut. Begitu juga pada krisis tabung Gas Elpiji 3 kg, ia menegaskan distribusi Gas Elpiji 3 kg dikembalikan ke pengecer-pengecer agar rakyat mudah mendapatkan gas. Dasco itu berperan sebagai pemadam krisis,"" kata Sudarto dalam keterangannya, Rabu (12/2/2025). Terakhir, kata dia, terkait surat Dasco yang meminta penundaan pembahasan pemangkasan di DPR, langkah tersebut dapat dipandang sebagai mitigasi krisis. ""Ketika pemerintah sedang melakukan rekonstruksi anggaran, sementara pada saat bersamaan DPR juga melakukan hal yang sama secara terpisah, dapat menimbulkan krisis antara pemerintah dan DPR karena akan terjadi konflik. Jadi, kalau melihat sepak terjang Dasco selama ini, beliau lebih tepat disebut sebagai pemadam krisis, yang sikapnya selalu merespon aspirasi rakyat,"" tutupnya. "
Prabowo Bilang Belajar Politik dari Jokowi: Nggak Usah Malu-Malu,10 Februari 2025,16:04 WIB,"JAKARTA- PresidenPrabowo Subiantomengatakan dirinya belajar politik dari Presiden ke-7 RI Joko Widodo (Jokowi). Hal ini diungkapkan Prabowo saat menghadiri Kongres Ke-XVIII Muslimat Nahdlatul Ulama (NU), Jatim International Expo (JIExpo), Surabaya, Jawa Timur, Senin (10/2/2025). Mulanya, dia menceritakan tentang perkenalannya dengan Ketua Umum Muslimat NU Khofifah Indar Parawansa. “Saya sebenarnya tidak terlalu dekat dengan Ibu Khofifah, saya baru tahu jumpa, baru menjelang mau Pilpres. Benar Bu Khofifah? Yang suruh saya menghadap Ibu Khofifah itu Pak Jokowi. Benar?” kata Prabowo. Prabowo pun melanjutkan bahwa tidak malu mengatakan belajar politik dari Presiden Jokowi. “Jadi memang kalau politik ya saya belajar dari Pak Jokowi. Enggak usah malu-malu lah ya kan,” kata Prabowo. Pada kesempatan itu, Prabowo meminta untuk menghormati semua pemimpin bangsa yang sudah tidak berkuasa. “Kadang-kadang orang sudah enggak berkuasa mau di guyu-guyu, mau di jelek-jelekin, jangan. Kita hormati semua, hormati semua,” ujarnya. Dia bahkan mengatakan ada yang ingin memisahkan dirinya dengan Jokowi. “Ada yang sekarang mau misah-misah kan saya sama Pak Jokowi, lucu juga. Untuk bahan ketawa boleh. Jangan kita jangan ikut, pecah belah-pecah belah itu adalah kegiatan mereka-mereka yang tidak suka sama Indonesia,” tuturnya. “Dari ratusan tahun Diveda et Impera itu adalah taktik, strategi untuk memecah belah umat dan bangsa Indonesia. Nggak usah dihiraukan,” paparnya. (Angkasa Yudhistira)"
KUIS: Kuliah Umum Dunia Politik,03 Februari 2025,11:47 WIB,"BANYAKistilah yang digunakan untuk menggambarkan berbagai hal dalam dunia politik. Bisa berbagai konsep, proses, dan struktur pemerintahan. Politik sendiri berasal dari bahasa Yunani yaitu polis yang artinya negara. Dalam arti luas, politik adalah suatu aktivitas yang dibuat, dipelihara, dan di gunakan untuk masyarakat untuk menegakkan peraturan yang ada di dalam masyarakat itu sendiri. Untuk menguji pengetahuan kamu terkait istilah politik, yuk jawab pertanyaan berikut."
